name,team,patheticism,moxie,divinity,musclitude,thwackability,buoyancy,martyrdom
Abner Wood,Lovers,0.269173274689517,0.139944048986872,0.428519913796308,0.236389928912213,0.866578440983406,0.510632274127496,0.848771506919791
Adalberto Tosser,Crabs,0.0916791824084664,0.109835357138035,0.498628208659595,0.289133017533108,0.317320564995987,0.244839407113351,0.843017160774714
Adelaide Judochop,Mechanics,0.0430581963408753,0.129511619027968,0.263429796230386,0.583047031007428,0.993747144204539,0.514776330335818,0.599376537741941
Adkins Davis,Tacos,0.607491216146078,0.156013872999233,0.449663191252855,0.267143376429987,0.416979846627169,0.984811799593039,0.928347199643459
Adkins Gwiffin,Wild Wings,0.0937050786119864,0.0111478336297177,0.04535700939275,0.189152863419218,0.135623771775732,0.608517972909983,0.887321312786132
Adkins Swagger,Breath Mints,0.347389709957719,0.159306427110079,0.787522602167716,0.992879429818812,0.81836115085849,0.594208272168627,0.435594443200295
Adkins Tosser,Magic,0.305760136047233,0.9637763233356,0.284111271514377,0.269120194310463,0.492392092926921,0.998446567273888,0.133967435647997
Adrian Melon,Pies,0.275677919523831,0.102258776400002,0.708121881911005,0.951649232283269,0.302170812929687,0.543763547309597,0.332169643391881
Agan Harrison,Firefighters,0.181769656358699,0.763573635095552,0.734769000529631,0.287591057528919,0.177902698643524,0.191736247934423,0.380243311345569
Alaynabella Hollywood,Garages,0.216388979665975,0.40284323838016,0.37173515442373,0.951839343218936,0.498068794396406,1.11216466669729,0.831820878771762
Albert Stink,Millennials,0.87661284494298,0.602417611991875,0.68999614092215,0.839574573775868,0.0597521566678108,0.646556445869085,0.204763431146288
Aldo Comeback,Tacos,0.887666341296979,0.346087082043888,0.653483067331195,0.736878068870215,0.712970986252654,0.983030157276302,0.863684753590303
Aldon Cashmoney,Tigers,0.229409276601667,1.1990046250178,1.12209703800539,0.729312288235336,1.04407256350662,0.548275990392476,0.764497563610855
Alejandro Leaf,Lift,0.01,0.659375078888583,0.313675403304885,0.522187159700771,0.279139599978729,0.935303002387845,1.05343574984188
Alexander Horne,Lovers,0.438486417723004,0.622335323551929,0.396480031392666,0.119170280077946,0.319432911123334,0.130415654582041,0.703089707878785
Alexandria Hess,Crabs,0.137007649601895,0.678194471307161,0.0604353317432753,0.356471177960822,0.922983818317491,0.867496687116958,0.766625918009865
Alexandria Rosales,Spies,0.483411915517976,0.549707581114345,0.582318040860465,0.638936277320815,0.877552448149321,0.293061936476721,0.513597995838277
Allison Abbott,Steaks,0.749285166953281,0.909945051412618,0.775390982374562,0.925464065026223,0.580264599573724,0.374340216769473,0.762537372718596
Alston Cerveza,Moist Talkers,0.001,1.31124955141645,1.03610870649382,1.25965537089517,1.43059643881975,0.749484630008696,1.40917390037074
Alston England,Firefighters,0.495025972781256,0.79215095929743,0.745475900572513,0.0842264152925296,0.431283371190971,0.243695894880533,0.715678886999062
Alston Woods,Dale,0.817066166196432,0.933310303356569,0.128998736804952,0.215096589635473,0.101770611029904,0.549435665183506,0.918412561018048
Alx Keming,Shoe Thieves,0.697098959022159,0.949145692025789,0.708523161739207,0.877400118405779,0.341961693490897,0.892109479073445,0.686458499143877
Alyssa Harrell,Fridays,0.001,0.780341805364934,0.841081741521337,1.07231116043713,1.11801534233394,1.31373965722671,1.3498894137493
Amaya Jackson,Lovers,0.979787360012899,0.580438718768457,0.607618077190404,0.466718968181518,0.827721039538567,0.866589822080972,0.577884545809846
Amos Melon,Moist Talkers,0.275562194017951,0.106878693268408,0.891764658007773,0.927406121044286,0.187412433735115,0.774364033008958,0.111938241185192
Andrew Solis,Millennials,0.01,0.401482558666689,1.03747678477567,1.00176026754538,0.636046032834033,1.02079754282491,0.312900679635824
Ankle Halifax,Georgias,0.876179781277142,0.243536900713544,0.508726271875137,0.857279229482554,0.977707096426308,0.465168630789098,0.941406381846686
Annie Williams,Lovers,0.708197523338459,0.321560873227258,0.383610112552742,0.748354144368354,0.920163206395402,0.339182777353743,0.344986819990797
Antonio Mccall,Garages,0.215171418885273,0.439158146180978,0.339224900770339,0.0825689079228291,0.569789427391054,0.718027719823386,0.861701176962341
Arches Candle,Mechanics,0.662887218792484,0.819902003405554,0.538927213201635,0.15073734452869,0.475622243923656,0.864083328314492,0.805059710823291
Artemesia Teixeira,Georgias,0.0359431758033457,0.832102075670019,0.651171371436764,0.600766887183316,0.0762198822600852,0.702656881464147,0.27055704999542
Arturo Huerta,Garages,0.238899402296233,0.984722699987,1.14939265057127,1.17536932719583,0.274168615534498,0.238877975876552,0.470148332062413
Atlas Diaz,Magic,0.699037872410359,0.056184390386212,0.696734399110611,1.02138120646308,0.216479837490047,0.305902510520146,0.412617524873844
Atlas Guerra,Breath Mints,0.515217674810935,0.961055691271024,0.4514659903616,0.232089385286879,0.555516663722021,0.187777050910953,1.03394180716005
Atma Willowtree,Worms,0.937719604781854,0.334327154670394,0.0183009407397283,0.847850834364495,0.185862675506082,0.36466746979642,0.687380439273791
August Obrien,Pies,0.923854339868251,0.492707772945124,0.927569415161167,0.913890776522519,0.641217161019016,0.463957840433034,0.556848506591683
Augusto Reddick,Moist Talkers,0.62350242933041,0.568888437243477,0.58667905162278,0.643818240506828,0.40495709897109,0.206793824493184,0.807027761475902
August Sky,Jazz Hands,0.393628055398866,0.64235259853198,0.827576572501653,0.870912847193061,0.956373714805568,0.33117140017963,0.326945407703891
Aureliano Cerna,Spies,0.763763502206402,0.481435800200481,0.356657818113976,0.0279338542972118,0.500582985792615,0.778615238122449,0.525710354835159
Aureliano Dollie,Dale,0.557397338699976,0.955008662480632,0.991316442925168,0.707936970762198,0.0100251575364967,0.44517341744395,0.487003121606204
Aureliano Estes,Lovers,0.615490787936228,0.267569710888219,0.540500075760764,0.895885368564657,0.548114904130794,0.566688884913291,0.364926722732329
Aurora Blortles,Worms,0.147754505820289,0.631813158384145,0.764423926961726,0.278456466867439,0.786219767411856,0.990068152515927,0.972098561619779
Avi Jones,Worms,0.751991880418965,0.189940480969805,0.562672953222229,0.289693345660697,0.463439328221165,0.255412077431565,0.363910180168716
Avila Baker,Sunbeams,0.282901709018494,0.753131996867668,0.88935915299718,0.132241250355556,0.426310265988251,0.725862957720412,0.496647524882825
Avila Guzman,Dale,0.284939624932055,1.27479361148952,1.33859502890805,1.00911587221429,0.395127664234394,0.716383595491019,0.690931469493742
Axel Campbell,Crabs,0.0207189097552967,0.592191352620297,0.812722286820512,0.104069037921676,0.917367501462444,0.685178362091901,0.187482561930174
Axel Cardenas,Wild Wings,0.522083175957731,0.154202318391343,0.30672367352299,0.778421047665701,0.370274361788202,0.751169385881081,0.336327020869703
Axel Trololol,Hall Stars,0.192052014348742,0.709674362428144,0.352253611977295,0.482026527122926,0.594420719967941,0.72381114355778,0.439620087639228
Ayanna Dumpington,Lift,0.604428596760494,0.45508346821117,1.002677516092,0.529377001069262,0.925975575185358,0.297010279351663,0.925074168910318
Baby Doyle,Jazz Hands,0.356506750639457,0.508081668431783,0.917344754584847,1.21743601644253,1.17738365180559,1.13884376036179,1.09209071189728
Baby Sliders,Sunbeams,0.186266333143765,0.235880644795543,0.686503039335306,0.75208822792881,0.439857410195567,0.602538401771194,0.384737558941701
Baby Triumphant,Firefighters,0.01,0.678566582123147,1.04041142826468,0.562576785852519,0.888346734431686,0.788547106768562,0.167941146965224
Baldwin Breadwinner,Dale,0.909,0.288407830279343,0.587332644826043,0.660963072605328,0.091,0.401859178277534,0.790220293167893
Baldwin Jones,Steaks,0.610538972083133,0.932628478163959,0.583493748457331,0.070559789221853,0.156658099459434,0.939850031758802,0.688786892796023
Bambi Perez,Pies,0.587976863855295,0.820779195820798,0.186562972053612,0.305203402410734,0.367476821568913,0.524710687608945,0.621869183616285
Bartleby Zhivago,Worms,0.894367510247322,0.861305213852544,0.447420230928969,0.898196136120814,0.262699241699607,0.709603751394735,0.850602636660743
Basilio Fig,Tacos,0.511391966939865,0.502847047147131,1.04919191440292,0.553971321732854,0.458695094039789,0.858400098991059,0.510142244653914
Basilio Mason,Tacos,0.52156787193845,1.25979806795042,0.594423143609101,0.884518627582182,0.786042461562947,1.26849736185658,0.927585928762142
Bates Bentley,Fridays,0.798646070837104,0.376634110230715,0.859965353953655,0.972322617896945,0.813707351938233,0.674819320390082,0.662517173054994
Bates Silk,Magic,0.421716023863408,0.758947531998072,0.815247466995934,0.141076287908782,0.391695306511968,0.819478021600837,0.409810024528258
Bauer Zimmerman,Jazz Hands,0.42670511594872,0.969917468163636,0.967941757856624,0.413868713405109,0.963640454211027,0.225597410024457,0.926229251655547
Beans McBlase,Moist Talkers,0.141570118690509,0.692910983625767,0.990156701353718,1.32815013730008,0.463785467010722,0.366874373278465,0.697223136331776
Beasley Day,Pies,0.468963730334507,0.208478936183607,0.688800826855231,0.077668725979879,0.684999969166638,0.753671592081851,0.523706390600614
Beasley Gloom,Moist Talkers,0.873210783570685,0.474841310444615,0.548034526500338,0.371818318898195,0.183607997939428,0.146528362760589,0.363740269083902
Beau Huerta,Millennials,0.477921810706209,0.119488801418196,0.827497439439418,0.0626863079603268,0.432456427599993,0.764301975251091,0.759968760606524
Becker Solis,Spies,0.803083153034773,0.565745937129663,0.889009753106554,0.926279499373804,0.128779643154149,0.938524224310551,0.698068205612395
Beck Whitney,Dale,0.001,1.46790711591166,1.47109006268987,1.26875065900766,0.991408636048268,0.751078730011208,1.20472879872304
Bees Taswell,Mechanics,0.101182822483153,0.340049546800633,1.04550098785295,0.185701628814105,0.394453600628912,0.828999524659013,0.911288635493817
Bennett Bowen,Steaks,0.66734733247624,0.794072008656146,0.365649673468804,0.856617248428776,0.314339572510484,0.0195060322919487,0.340995902263607
Bennett Takahashi,Shoe Thieves,0.729818338029183,1.01748864660754,0.220313337393788,0.78935459792009,0.219340477837514,0.114043512771161,0.684967151826197
Best Cerna,Wild Wings,0.454539371121513,0.400967615750008,0.290112690709835,0.643601957770531,0.560563789880162,0.126805060036614,0.951904808868101
Betsy Trombone,Garages,0.001,0.582674728956185,0.261600328057945,0.843458463773354,0.613239648671726,0.649557074937034,0.392523518951243
Bevan Underbuck,Crabs,0.001,0.714478177448741,0.308661461743082,0.189400237864268,0.220031425575238,0.944001805196162,0.868127874082942
Bevan Wise,Magic,0.834559724769721,0.500801099455762,0.449753194918357,0.375491004134115,1.03868468937004,0.297683358006454,1.07136499390496
Blood Hamburger,Shoe Thieves,0.0893249548323994,0.733682203353885,1.14110643240809,1.01609309768438,0.855178847016414,1.02699879485985,0.442636117549
Bonk Jokes,Magic,0.199530509047612,0.945962959373302,0.437502165068955,0.47803854583343,0.669335772595646,0.954494206782856,0.0883528634233561
Bontgomery Mullock,Lovers,0.001,0.97484405685259,0.180430089042703,0.209327672024836,0.15355518202029,0.687590293944865,0.88228529326256
Bottles Suljak,Mechanics,0.0710884747905576,0.271982786703549,0.666218712912521,0.881152755927668,0.440755791638097,0.187435014337359,0.372888193815399
Boyfriend Berger,Jazz Hands,0.144978729639968,0.375995327069163,0.392092998151344,0.977668999886303,0.445915066126914,0.104083749437483,0.905028524547229
Boyfriend Monreal,Hall Stars,0.2464617253318,0.987906770820123,0.280702137380585,0.167950069581838,0.542001113636919,0.564796707868063,0.678734876803167
Brewer Vapor,Jazz Hands,0.273246290214334,0.492225588131021,0.461756235764354,0.161657587315342,0.0219358869471311,0.424397572672695,0.776802691540939
Bright Zimmerman,Moist Talkers,0.779156967177761,0.794902260449326,0.838959752721736,0.353422113164879,0.764862231687165,0.277583633853319,0.513075325106314
Brock Forbes,Crabs,0.307602908579779,0.04,0.348476553046346,0.240340032219591,0.108416433436186,0.951415356125024,0.04
Brock Watson,Wild Wings,0.411592690108229,1.01769903682904,1.01065497181202,0.974430438392394,0.217482360943059,0.901900476238021,0.498787641916003
Burke Gonzales,Wild Wings,0.01,1.12611749416048,0.547094688440418,0.876846696909295,0.841586746198916,1.08468751033186,0.345669200734798
Caleb Alvarado,Firefighters,0.26954138003648,1.03685817624363,0.350080504055726,0.423427581064037,0.152371545458937,0.908769976664728,0.21748753513106
Caleb Morin,Fridays,0.063401636425881,0.456248738466298,0.896935159873054,0.518003110564539,0.558404358809806,0.429381762940219,0.85843675169432
Caleb Novak,Dale,0.93,0.637946920770875,0.136416363352898,0.196717032451398,0.528597418255544,0.40700353374661,0.07
Caligula Lotus,Hall Stars,0.120972477036086,0.840949120623126,0.342508409816368,0.973113951264949,0.287178680918126,0.455363461498928,0.222238230112807
Campos Arias,Jazz Hands,0.653205305147492,0.739796603546183,0.760780926587014,0.353239196258266,0.531975959011837,0.506756078786298,0.418342779531326
Cannonball Sports,Dale,0.387646249376385,0.804609872891387,0.873335231066236,0.797885344885203,0.921889880368803,1.00621794743898,1.0664853467035
Cantus Hojo,Worms,0.711393061801549,0.25791603111087,0.945023514236116,0.430239333601229,0.395705355645671,0.417673885510454,0.466052935173034
